"","state","gender","age","type","freq"
"1046","Colorado","Female","16.to.24","Employed",159274
"1047","Connecticut","Female","16.to.24","Employed",107124
"1048","Delaware","Female","16.to.24","Employed",27994
"1049","District of Columbia","Female","16.to.24","Employed",21536
"1050","Florida","Female","16.to.24","Employed",497966
"1051","Georgia","Female","16.to.24","Employed",255461
"1052","Hawaii","Female","16.to.24","Employed",36321
"1053","Idaho","Female","16.to.24","Employed",52870
"1054","Illinois","Female","16.to.24","Employed",388300
"1055","Indiana","Female","16.to.24","Employed",203931
"1056","Iowa","Female","16.to.24","Employed",119824
"1057","Kansas","Female","16.to.24","Employed",103662
"1058","Kentucky","Female","16.to.24","Employed",128052
"1059","Louisiana","Female","16.to.24","Employed",139717
"1060","Maine","Female","16.to.24","Employed",42401
"1061","Maryland","Female","16.to.24","Employed",180749
"1062","Massachusetts","Female","16.to.24","Employed",226148
"1063","Michigan","Female","16.to.24","Employed",304847
"1064","Minnesota","Female","16.to.24","Employed",198314
"1065","Mississippi","Female","16.to.24","Employed",73656
"1066","Missouri","Female","16.to.24","Employed",201027
"1067","Montana","Female","16.to.24","Employed",32899
"1068","Nebraska","Female","16.to.24","Employed",72308
"1069","Nevada","Female","16.to.24","Employed",74652
"1070","New Hampshire","Female","16.to.24","Employed",45532
"1071","New Jersey","Female","16.to.24","Employed",228464
"1072","New Mexico","Female","16.to.24","Employed",57306
"1073","New York","Female","16.to.24","Employed",545198
"1074","North Carolina","Female","16.to.24","Employed",265225
"1075","North Dakota","Female","16.to.24","Employed",31057
"1076","Ohio","Female","16.to.24","Employed",364418
"1077","Oklahoma","Female","16.to.24","Employed",121443
"1078","Oregon","Female","16.to.24","Employed",112487
"1079","Pennsylvania","Female","16.to.24","Employed",393190
"1080","Rhode Island","Female","16.to.24","Employed",39161
"1081","South Carolina","Female","16.to.24","Employed",130736
"1082","South Dakota","Female","16.to.24","Employed",31120
"1083","Tennessee","Female","16.to.24","Employed",183101
"1084","Texas","Female","16.to.24","Employed",731689
"1085","Utah","Female","16.to.24","Employed",119447
"1086","Vermont","Female","16.to.24","Employed",22009
"1087","Virginia","Female","16.to.24","Employed",239674
"1088","Washington","Female","16.to.24","Employed",201489
"1089","West Virginia","Female","16.to.24","Employed",45141
"1090","Wisconsin","Female","16.to.24","Employed",210804
"1091","Wyoming","Female","16.to.24","Employed",18667
"1092","Puerto Rico","Female","16.to.24","Employed",48617
"1093","Alabama","Female","16.to.24","Unemployed",34844
"1094","Alaska","Female","16.to.24","Unemployed",4083
"1095","Arizona","Female","16.to.24","Unemployed",37798
"1096","Arkansas","Female","16.to.24","Unemployed",17173
"1097","California","Female","16.to.24","Unemployed",247961
"1098","Colorado","Female","16.to.24","Unemployed",27912
"1099","Connecticut","Female","16.to.24","Unemployed",20954
"1100","Delaware","Female","16.to.24","Unemployed",4850
"1101","District of Columbia","Female","16.to.24","Unemployed",4556
"1102","Florida","Female","16.to.24","Unemployed",119271
"1103","Georgia","Female","16.to.24","Unemployed",69860
"1104","Hawaii","Female","16.to.24","Unemployed",5796
"1105","Idaho","Female","16.to.24","Unemployed",8813
"1106","Illinois","Female","16.to.24","Unemployed",83405
"1107","Indiana","Female","16.to.24","Unemployed",40545
"1108","Iowa","Female","16.to.24","Unemployed",14057
"1109","Kansas","Female","16.to.24","Unemployed",14000
"1110","Kentucky","Female","16.to.24","Unemployed",26660
"1111","Louisiana","Female","16.to.24","Unemployed",27869
"1112","Maine","Female","16.to.24","Unemployed",5724
"1113","Maryland","Female","16.to.24","Unemployed",34773
"1114","Massachusetts","Female","16.to.24","Unemployed",37126
"1115","Michigan","Female","16.to.24","Unemployed",76201
"1116","Minnesota","Female","16.to.24","Unemployed",25741
"1117","Mississippi","Female","16.to.24","Unemployed",25615
"1118","Missouri","Female","16.to.24","Unemployed",34990
"1119","Montana","Female","16.to.24","Unemployed",4602
"1120","Nebraska","Female","16.to.24","Unemployed",8606
"1121","Nevada","Female","16.to.24","Unemployed",18085
"1122","New Hampshire","Female","16.to.24","Unemployed",6115
"1123","New Jersey","Female","16.to.24","Unemployed",46088
"1124","New Mexico","Female","16.to.24","Unemployed",12175
"1125","New York","Female","16.to.24","Unemployed",110380
"1126","North Carolina","Female","16.to.24","Unemployed",66358
"1127","North Dakota","Female","16.to.24","Unemployed",2519
"1128","Ohio","Female","16.to.24","Unemployed",78442
"1129","Oklahoma","Female","16.to.24","Unemployed",17979
"1130","Oregon","Female","16.to.24","Unemployed",24052
"1131","Pennsylvania","Female","16.to.24","Unemployed",71768
"1132","Rhode Island","Female","16.to.24","Unemployed",7044
"1133","South Carolina","Female","16.to.24","Unemployed",33860
"1134","South Dakota","Female","16.to.24","Unemployed",3343
"1135","Tennessee","Female","16.to.24","Unemployed",40477
"1136","Texas","Female","16.to.24","Unemployed",135904
"1137","Utah","Female","16.to.24","Unemployed",16268
"1138","Vermont","Female","16.to.24","Unemployed",3054
"1139","Virginia","Female","16.to.24","Unemployed",42736
"1140","Washington","Female","16.to.24","Unemployed",40253
"1141","West Virginia","Female","16.to.24","Unemployed",8747
"1142","Wisconsin","Female","16.to.24","Unemployed",28538
"1143","Wyoming","Female","16.to.24","Unemployed",2119
"1144","Puerto Rico","Female","16.to.24","Unemployed",30367
"1145","Alabama","Male","25.to.34","In.Armed.Forces",5726
"1146","Alaska","Male","25.to.34","In.Armed.Forces",5607
"1147","Arizona","Male","25.to.34","In.Armed.Forces",6171
"1148","Arkansas","Male","25.to.34","In.Armed.Forces",2460
"1149","California","Male","25.to.34","In.Armed.Forces",46572
"1150","Colorado","Male","25.to.34","In.Armed.Forces",9399
"1151","Connecticut","Male","25.to.34","In.Armed.Forces",2406
"1152","Delaware","Male","25.to.34","In.Armed.Forces",1361
"1153","District of Columbia","Male","25.to.34","In.Armed.Forces",1092
"1154","Florida","Male","25.to.34","In.Armed.Forces",17924
"1155","Georgia","Male","25.to.34","In.Armed.Forces",16947
"1156","Hawaii","Male","25.to.34","In.Armed.Forces",12993
"1157","Idaho","Male","25.to.34","In.Armed.Forces",1152
"1158","Illinois","Male","25.to.34","In.Armed.Forces",5274
"1159","Indiana","Male","25.to.34","In.Armed.Forces",1540
"1160","Iowa","Male","25.to.34","In.Armed.Forces",933
"1161","Kansas","Male","25.to.34","In.Armed.Forces",6105
"1162","Kentucky","Male","25.to.34","In.Armed.Forces",6045
"1163","Louisiana","Male","25.to.34","In.Armed.Forces",5573
"1164","Maine","Male","25.to.34","In.Armed.Forces",1003
"1165","Maryland","Male","25.to.34","In.Armed.Forces",8005
"1166","Massachusetts","Male","25.to.34","In.Armed.Forces",1979
"1167","Michigan","Male","25.to.34","In.Armed.Forces",1921
"1168","Minnesota","Male","25.to.34","In.Armed.Forces",1054
"1169","Mississippi","Male","25.to.34","In.Armed.Forces",3378
"1170","Missouri","Male","25.to.34","In.Armed.Forces",5138
"1171","Montana","Male","25.to.34","In.Armed.Forces",1159
"1172","Nebraska","Male","25.to.34","In.Armed.Forces",1846
"1173","Nevada","Male","25.to.34","In.Armed.Forces",3702
"1174","New Hampshire","Male","25.to.34","In.Armed.Forces",443
"1175","New Jersey","Male","25.to.34","In.Armed.Forces",2889
"1176","New Mexico","Male","25.to.34","In.Armed.Forces",2648
"1177","New York","Male","25.to.34","In.Armed.Forces",7898
"1178","North Carolina","Male","25.to.34","In.Armed.Forces",29067
"1179","North Dakota","Male","25.to.34","In.Armed.Forces",1689
"1180","Ohio","Male","25.to.34","In.Armed.Forces",3495
"1181","Oklahoma","Male","25.to.34","In.Armed.Forces",6955
"1182","Oregon","Male","25.to.34","In.Armed.Forces",1113
"1183","Pennsylvania","Male","25.to.34","In.Armed.Forces",2859
"1184","Rhode Island","Male","25.to.34","In.Armed.Forces",1310
"1185","South Carolina","Male","25.to.34","In.Armed.Forces",10342
"1186","South Dakota","Male","25.to.34","In.Armed.Forces",1359
"1187","Tennessee","Male","25.to.34","In.Armed.Forces",6381
"1188","Texas","Male","25.to.34","In.Armed.Forces",32647
"1189","Utah","Male","25.to.34","In.Armed.Forces",2348
"1190","Vermont","Male","25.to.34","In.Armed.Forces",172
"1191","Virginia","Male","25.to.34","In.Armed.Forces",33502
"1192","Washington","Male","25.to.34","In.Armed.Forces",18846
"1193","West Virginia","Male","25.to.34","In.Armed.Forces",416
"1194","Wisconsin","Male","25.to.34","In.Armed.Forces",1139
"1195","Wyoming","Male","25.to.34","In.Armed.Forces",887
"1196","Puerto Rico","Male","25.to.34","In.Armed.Forces",575
"1197","Alabama","Male","25.to.34","Employed",223995
"1198","Alaska","Male","25.to.34","Employed",37540
"1199","Arizona","Male","25.to.34","Employed",333165
"1200","Arkansas","Male","25.to.34","Employed",143861
"1201","California","Male","25.to.34","Employed",2101662
"1202","Colorado","Male","25.to.34","Employed",304055
"1203","Connecticut","Male","25.to.34","Employed",167082
"1204","Delaware","Male","25.to.34","Employed",43270
"1205","District of Columbia","Male","25.to.34","Employed",47278
"1206","Florida","Male","25.to.34","Employed",868442
"1207","Georgia","Male","25.to.34","Employed",496296
"1208","Hawaii","Male","25.to.34","Employed",68913
"1209","Idaho","Male","25.to.34","Employed",85497
"1210","Illinois","Male","25.to.34","Employed",708714
"1211","Indiana","Male","25.to.34","Employed",327155
"1212","Iowa","Male","25.to.34","Employed",167060
"1213","Kansas","Male","25.to.34","Employed",155201
"1214","Kentucky","Male","25.to.34","Employed",205848
"1215","Louisiana","Male","25.to.34","Employed",233399
"1216","Maine","Male","25.to.34","Employed",57276
"1217","Maryland","Male","25.to.34","Employed",303256
"1218","Massachusetts","Male","25.to.34","Employed",340167
"1219","Michigan","Male","25.to.34","Employed",432054
"1220","Minnesota","Male","25.to.34","Employed",308835
"1221","Mississippi","Male","25.to.34","Employed",133272
"1222","Missouri","Male","25.to.34","Employed",306860
"1223","Montana","Male","25.to.34","Employed",50773
"1224","Nebraska","Male","25.to.34","Employed",107137
"1225","Nevada","Male","25.to.34","Employed",154960
"1226","New Hampshire","Male","25.to.34","Employed",62237
"1227","New Jersey","Male","25.to.34","Employed",449387
"1228","New Mexico","Male","25.to.34","Employed",100837
"1229","New York","Male","25.to.34","Employed",1040197
"1230","North Carolina","Male","25.to.34","Employed",461375
"1231","North Dakota","Male","25.to.34","Employed",41501
"1232","Ohio","Male","25.to.34","Employed",550788
"1233","Oklahoma","Male","25.to.34","Employed",199065
"1234","Oregon","Male","25.to.34","Employed",204981
"1235","Pennsylvania","Male","25.to.34","Employed",596626
"1236","Rhode Island","Male","25.to.34","Employed",50276
"1237","South Carolina","Male","25.to.34","Employed",215854
"1238","South Dakota","Male","25.to.34","Employed",44803
"1239","Tennessee","Male","25.to.34","Employed",315359
"1240","Texas","Male","25.to.34","Employed",1457691
"1241","Utah","Male","25.to.34","Employed",192528
"1242","Vermont","Male","25.to.34","Employed",28404
"1243","Virginia","Male","25.to.34","Employed",423068
"1244","Washington","Male","25.to.34","Employed",372108
"1245","West Virginia","Male","25.to.34","Employed",81199
"1246","Wisconsin","Male","25.to.34","Employed",301334
"1247","Wyoming","Male","25.to.34","Employed",33915
"1248","Puerto Rico","Male","25.to.34","Employed",149386
"1249","Alabama","Male","25.to.34","Unemployed",26572
"1250","Alaska","Male","25.to.34","Unemployed",4362
"1251","Arizona","Male","25.to.34","Unemployed",36908
"1252","Arkansas","Male","25.to.34","Unemployed",14627
"1253","California","Male","25.to.34","Unemployed",255786
"1254","Colorado","Male","25.to.34","Unemployed",25684
"1255","Connecticut","Male","25.to.34","Unemployed",19125
"1256","Delaware","Male","25.to.34","Unemployed",4745
"1257","District of Columbia","Male","25.to.34","Unemployed",4520
"1258","Florida","Male","25.to.34","Unemployed",116238
"1259","Georgia","Male","25.to.34","Unemployed",57316
"1260","Hawaii","Male","25.to.34","Unemployed",6107
"1261","Idaho","Male","25.to.34","Unemployed",7923
"1262","Illinois","Male","25.to.34","Unemployed",81269
"1263","Indiana","Male","25.to.34","Unemployed",37992
"1264","Iowa","Male","25.to.34","Unemployed",10656
"1265","Kansas","Male","25.to.34","Unemployed",11900
"1266","Kentucky","Male","25.to.34","Unemployed",26066
"1267","Louisiana","Male","25.to.34","Unemployed",24158
"1268","Maine","Male","25.to.34","Unemployed",5700
"1269","Maryland","Male","25.to.34","Unemployed",27921
"1270","Massachusetts","Male","25.to.34","Unemployed",34433
"1271","Michigan","Male","25.to.34","Unemployed",72296
"1272","Minnesota","Male","25.to.34","Unemployed",25661
"1273","Mississippi","Male","25.to.34","Unemployed",18195
"1274","Missouri","Male","25.to.34","Unemployed",31304
"1275","Montana","Male","25.to.34","Unemployed",4008
"1276","Nebraska","Male","25.to.34","Unemployed",5935
"1277","Nevada","Male","25.to.34","Unemployed",19875
"1278","New Hampshire","Male","25.to.34","Unemployed",4276
"1279","New Jersey","Male","25.to.34","Unemployed",46303
"1280","New Mexico","Male","25.to.34","Unemployed",10304
"1281","New York","Male","25.to.34","Unemployed",104982
"1282","North Carolina","Male","25.to.34","Unemployed",54717
"1283","North Dakota","Male","25.to.34","Unemployed",1036
"1284","Ohio","Male","25.to.34","Unemployed",67475
"1285","Oklahoma","Male","25.to.34","Unemployed",15128
"1286","Oregon","Male","25.to.34","Unemployed",26967
"1287","Pennsylvania","Male","25.to.34","Unemployed",62682
"1288","Rhode Island","Male","25.to.34","Unemployed",5373
"1289","South Carolina","Male","25.to.34","Unemployed",28960
"1290","South Dakota","Male","25.to.34","Unemployed",2701
"1291","Tennessee","Male","25.to.34","Unemployed",35729
"1292","Texas","Male","25.to.34","Unemployed",117702
"1293","Utah","Male","25.to.34","Unemployed",13895
"1294","Vermont","Male","25.to.34","Unemployed",2355
"1295","Virginia","Male","25.to.34","Unemployed",33518
"1296","Washington","Male","25.to.34","Unemployed",37476
"1297","West Virginia","Male","25.to.34","Unemployed",9354
"1298","Wisconsin","Male","25.to.34","Unemployed",29172
"1299","Wyoming","Male","25.to.34","Unemployed",2042
"1300","Puerto Rico","Male","25.to.34","Unemployed",34051
"1301","Alabama","Female","25.to.34","In.Armed.Forces",865
"1302","Alaska","Female","25.to.34","In.Armed.Forces",860
"1303","Arizona","Female","25.to.34","In.Armed.Forces",1044
"1304","Arkansas","Female","25.to.34","In.Armed.Forces",297
"1305","California","Female","25.to.34","In.Armed.Forces",7211
"1306","Colorado","Female","25.to.34","In.Armed.Forces",1512
"1307","Connecticut","Female","25.to.34","In.Armed.Forces",160
"1308","Delaware","Female","25.to.34","In.Armed.Forces",192
"1309","District of Columbia","Female","25.to.34","In.Armed.Forces",185
"1310","Florida","Female","25.to.34","In.Armed.Forces",3204
"1311","Georgia","Female","25.to.34","In.Armed.Forces",2605
"1312","Hawaii","Female","25.to.34","In.Armed.Forces",1939
"1313","Idaho","Female","25.to.34","In.Armed.Forces",175
"1314","Illinois","Female","25.to.34","In.Armed.Forces",1026
"1315","Indiana","Female","25.to.34","In.Armed.Forces",229
"1316","Iowa","Female","25.to.34","In.Armed.Forces",127
"1317","Kansas","Female","25.to.34","In.Armed.Forces",893
"1318","Kentucky","Female","25.to.34","In.Armed.Forces",786
"1319","Louisiana","Female","25.to.34","In.Armed.Forces",808
"1320","Maine","Female","25.to.34","In.Armed.Forces",80
"1321","Maryland","Female","25.to.34","In.Armed.Forces",2567
"1322","Massachusetts","Female","25.to.34","In.Armed.Forces",333
"1323","Michigan","Female","25.to.34","In.Armed.Forces",298
"1324","Minnesota","Female","25.to.34","In.Armed.Forces",83
"1325","Mississippi","Female","25.to.34","In.Armed.Forces",976
"1326","Missouri","Female","25.to.34","In.Armed.Forces",1068
"1327","Montana","Female","25.to.34","In.Armed.Forces",233
"1328","Nebraska","Female","25.to.34","In.Armed.Forces",380
"1329","Nevada","Female","25.to.34","In.Armed.Forces",661
"1330","New Hampshire","Female","25.to.34","In.Armed.Forces",19
"1331","New Jersey","Female","25.to.34","In.Armed.Forces",669
"1332","New Mexico","Female","25.to.34","In.Armed.Forces",385
"1333","New York","Female","25.to.34","In.Armed.Forces",1125
"1334","North Carolina","Female","25.to.34","In.Armed.Forces",4033
"1335","North Dakota","Female","25.to.34","In.Armed.Forces",242
"1336","Ohio","Female","25.to.34","In.Armed.Forces",651
"1337","Oklahoma","Female","25.to.34","In.Armed.Forces",1128
"1338","Oregon","Female","25.to.34","In.Armed.Forces",173
"1339","Pennsylvania","Female","25.to.34","In.Armed.Forces",524
"1340","Rhode Island","Female","25.to.34","In.Armed.Forces",218
"1341","South Carolina","Female","25.to.34","In.Armed.Forces",1748
"1342","South Dakota","Female","25.to.34","In.Armed.Forces",238
"1343","Tennessee","Female","25.to.34","In.Armed.Forces",811
"1344","Texas","Female","25.to.34","In.Armed.Forces",6037
"1345","Utah","Female","25.to.34","In.Armed.Forces",360
"1346","Vermont","Female","25.to.34","In.Armed.Forces",23
"1347","Virginia","Female","25.to.34","In.Armed.Forces",7938
"1348","Washington","Female","25.to.34","In.Armed.Forces",2707
"1349","West Virginia","Female","25.to.34","In.Armed.Forces",68
"1350","Wisconsin","Female","25.to.34","In.Armed.Forces",229
"1351","Wyoming","Female","25.to.34","In.Armed.Forces",167
"1352","Puerto Rico","Female","25.to.34","In.Armed.Forces",146
"1353","Alabama","Female","25.to.34","Employed",199963
"1354","Alaska","Female","25.to.34","Employed",33613
"1355","Arizona","Female","25.to.34","Employed",280878
"1356","Arkansas","Female","25.to.34","Employed",124387
"1357","California","Female","25.to.34","Employed",1729245
"1358","Colorado","Female","25.to.34","Employed",255633
"1359","Connecticut","Female","25.to.34","Employed",157296
"1360","Delaware","Female","25.to.34","Employed",42309
"1361","District of Columbia","Female","25.to.34","Employed",53338
"1362","Florida","Female","25.to.34","Employed",797865
"1363","Georgia","Female","25.to.34","Employed",451748
"1364","Hawaii","Female","25.to.34","Employed",63306
"1365","Idaho","Female","25.to.34","Employed",66170
"1366","Illinois","Female","25.to.34","Employed",637303
"1367","Indiana","Female","25.to.34","Employed",289059
"1368","Iowa","Female","25.to.34","Employed",147839
"1369","Kansas","Female","25.to.34","Employed",135670
"1370","Kentucky","Female","25.to.34","Employed",185400
"1371","Louisiana","Female","25.to.34","Employed",214554
"1372","Maine","Female","25.to.34","Employed",53593
"1373","Maryland","Female","25.to.34","Employed",294545
"1374","Massachusetts","Female","25.to.34","Employed",330123
"1375","Michigan","Female","25.to.34","Employed",402352
"1376","Minnesota","Female","25.to.34","Employed",282071
"1377","Mississippi","Female","25.to.34","Employed",127575
"1378","Missouri","Female","25.to.34","Employed",284206
"1379","Montana","Female","25.to.34","Employed",43821
"1380","Nebraska","Female","25.to.34","Employed",94019
"1381","Nevada","Female","25.to.34","Employed",127296
"1382","New Hampshire","Female","25.to.34","Employed",55884
"1383","New Jersey","Female","25.to.34","Employed",393920
"1384","New Mexico","Female","25.to.34","Employed",85542
"1385","New York","Female","25.to.34","Employed",962802
"1386","North Carolina","Female","25.to.34","Employed",430655
"1387","North Dakota","Female","25.to.34","Employed",34551
"1388","Ohio","Female","25.to.34","Employed",507123
"1389","Oklahoma","Female","25.to.34","Employed",164400
"1390","Oregon","Female","25.to.34","Employed",178860
"1391","Pennsylvania","Female","25.to.34","Employed",549827
"1392","Rhode Island","Female","25.to.34","Employed",48131
"1393","South Carolina","Female","25.to.34","Employed",205299
"1394","South Dakota","Female","25.to.34","Employed",39600
"1395","Tennessee","Female","25.to.34","Employed",282571
"1396","Texas","Female","25.to.34","Employed",1189242
"1397","Utah","Female","25.to.34","Employed",137071
"1398","Vermont","Female","25.to.34","Employed",26520
"1399","Virginia","Female","25.to.34","Employed",397414
"1400","Washington","Female","25.to.34","Employed",313756
"1401","West Virginia","Female","25.to.34","Employed",67948
"1402","Wisconsin","Female","25.to.34","Employed",276887
"1403","Wyoming","Female","25.to.34","Employed",26233
"1404","Puerto Rico","Female","25.to.34","Employed",137164
"1405","Alabama","Female","25.to.34","Unemployed",28655
"1406","Alaska","Female","25.to.34","Unemployed",2624
"1407","Arizona","Female","25.to.34","Unemployed",26303
"1408","Arkansas","Female","25.to.34","Unemployed",13146
"1409","California","Female","25.to.34","Unemployed",207714
"1410","Colorado","Female","25.to.34","Unemployed",20039
"1411","Connecticut","Female","25.to.34","Unemployed",15920
"1412","Delaware","Female","25.to.34","Unemployed",3797
"1413","District of Columbia","Female","25.to.34","Unemployed",5061
"1414","Florida","Female","25.to.34","Unemployed",97955
"1415","Georgia","Female","25.to.34","Unemployed",58625
"1416","Hawaii","Female","25.to.34","Unemployed",4540
"1417","Idaho","Female","25.to.34","Unemployed",5285
"1418","Illinois","Female","25.to.34","Unemployed",63838
"1419","Indiana","Female","25.to.34","Unemployed",30973
"1420","Iowa","Female","25.to.34","Unemployed",7818
"1421","Kansas","Female","25.to.34","Unemployed",10302
"1422","Kentucky","Female","25.to.34","Unemployed",21304
"1423","Louisiana","Female","25.to.34","Unemployed",20455
"1424","Maine","Female","25.to.34","Unemployed",4560
"1425","Maryland","Female","25.to.34","Unemployed",25769
"1426","Massachusetts","Female","25.to.34","Unemployed",24869
"1427","Michigan","Female","25.to.34","Unemployed",55688
"1428","Minnesota","Female","25.to.34","Unemployed",17292
"1429","Mississippi","Female","25.to.34","Unemployed",17003
"1430","Missouri","Female","25.to.34","Unemployed",25301
"1431","Montana","Female","25.to.34","Unemployed",2690
"1432","Nebraska","Female","25.to.34","Unemployed",5584
"1433","Nevada","Female","25.to.34","Unemployed",14836
"1434","New Hampshire","Female","25.to.34","Unemployed",3362
"1435","New Jersey","Female","25.to.34","Unemployed",45357
"1436","New Mexico","Female","25.to.34","Unemployed",8676
"1437","New York","Female","25.to.34","Unemployed",93431
"1438","North Carolina","Female","25.to.34","Unemployed",53229
"1439","North Dakota","Female","25.to.34","Unemployed",994
"1440","Ohio","Female","25.to.34","Unemployed",53599
"1441","Oklahoma","Female","25.to.34","Unemployed",13339
"1442","Oregon","Female","25.to.34","Unemployed",19291
"1443","Pennsylvania","Female","25.to.34","Unemployed",49564
"1444","Rhode Island","Female","25.to.34","Unemployed",4453
"1445","South Carolina","Female","25.to.34","Unemployed",28136
"1446","South Dakota","Female","25.to.34","Unemployed",2143
"1447","Tennessee","Female","25.to.34","Unemployed",33850
"1448","Texas","Female","25.to.34","Unemployed",106417
"1449","Utah","Female","25.to.34","Unemployed",9285
"1450","Vermont","Female","25.to.34","Unemployed",2124
"1451","Virginia","Female","25.to.34","Unemployed",28974
"1452","Washington","Female","25.to.34","Unemployed",29765
"1453","West Virginia","Female","25.to.34","Unemployed",5946
"1454","Wisconsin","Female","25.to.34","Unemployed",19140
"1455","Wyoming","Female","25.to.34","Unemployed",1585
"1456","Puerto Rico","Female","25.to.34","Unemployed",34415
"1457","Alabama","Male","55.to.64","In.Armed.Forces",25
"1458","Alaska","Male","55.to.64","In.Armed.Forces",0
"1459","Arizona","Male","55.to.64","In.Armed.Forces",0
"1460","Arkansas","Male","55.to.64","In.Armed.Forces",0
"1461","California","Male","55.to.64","In.Armed.Forces",149
"1462","Colorado","Male","55.to.64","In.Armed.Forces",10
"1463","Connecticut","Male","55.to.64","In.Armed.Forces",0
"1464","Delaware","Male","55.to.64","In.Armed.Forces",9
"1465","District of Columbia","Male","55.to.64","In.Armed.Forces",0
"1466","Florida","Male","55.to.64","In.Armed.Forces",64
"1467","Georgia","Male","55.to.64","In.Armed.Forces",81
"1468","Hawaii","Male","55.to.64","In.Armed.Forces",18
"1469","Idaho","Male","55.to.64","In.Armed.Forces",12
"1470","Illinois","Male","55.to.64","In.Armed.Forces",0
"1471","Indiana","Male","55.to.64","In.Armed.Forces",40
"1472","Iowa","Male","55.to.64","In.Armed.Forces",14
"1473","Kansas","Male","55.to.64","In.Armed.Forces",44
"1474","Kentucky","Male","55.to.64","In.Armed.Forces",8
"1475","Louisiana","Male","55.to.64","In.Armed.Forces",0
"1476","Maine","Male","55.to.64","In.Armed.Forces",0
"1477","Maryland","Male","55.to.64","In.Armed.Forces",109
"1478","Massachusetts","Male","55.to.64","In.Armed.Forces",0
"1479","Michigan","Male","55.to.64","In.Armed.Forces",24
"1480","Minnesota","Male","55.to.64","In.Armed.Forces",0
"1481","Mississippi","Male","55.to.64","In.Armed.Forces",53
"1482","Missouri","Male","55.to.64","In.Armed.Forces",21
"1483","Montana","Male","55.to.64","In.Armed.Forces",0
"1484","Nebraska","Male","55.to.64","In.Armed.Forces",0
"1485","Nevada","Male","55.to.64","In.Armed.Forces",23
"1486","New Hampshire","Male","55.to.64","In.Armed.Forces",0
"1487","New Jersey","Male","55.to.64","In.Armed.Forces",18
"1488","New Mexico","Male","55.to.64","In.Armed.Forces",0
"1489","New York","Male","55.to.64","In.Armed.Forces",48
"1490","North Carolina","Male","55.to.64","In.Armed.Forces",32
"1491","North Dakota","Male","55.to.64","In.Armed.Forces",0
"1492","Ohio","Male","55.to.64","In.Armed.Forces",12
"1493","Oklahoma","Male","55.to.64","In.Armed.Forces",48
"1494","Oregon","Male","55.to.64","In.Armed.Forces",0
"1495","Pennsylvania","Male","55.to.64","In.Armed.Forces",13
"1496","Rhode Island","Male","55.to.64","In.Armed.Forces",0
"1497","South Carolina","Male","55.to.64","In.Armed.Forces",0
"1498","South Dakota","Male","55.to.64","In.Armed.Forces",0
"1499","Tennessee","Male","55.to.64","In.Armed.Forces",19
"1500","Texas","Male","55.to.64","In.Armed.Forces",114
"1501","Utah","Male","55.to.64","In.Armed.Forces",26
"1502","Vermont","Male","55.to.64","In.Armed.Forces",0
"1503","Virginia","Male","55.to.64","In.Armed.Forces",159
"1504","Washington","Male","55.to.64","In.Armed.Forces",86
"1505","West Virginia","Male","55.to.64","In.Armed.Forces",0
"1506","Wisconsin","Male","55.to.64","In.Armed.Forces",39
"1507","Wyoming","Male","55.to.64","In.Armed.Forces",0
"1508","Puerto Rico","Male","55.to.64","In.Armed.Forces",0
"1509","Alabama","Male","55.to.64","Employed",146038
"1510","Alaska","Male","55.to.64","Employed",25098
"1511","Arizona","Male","55.to.64","Employed",197597
"1512","Arkansas","Male","55.to.64","Employed",95097
"1513","California","Male","55.to.64","Employed",1130741
"1514","Colorado","Male","55.to.64","Employed",181644
"1515","Connecticut","Male","55.to.64","Employed",147714
"1516","Delaware","Male","55.to.64","Employed",34026
"1517","District of Columbia","Male","55.to.64","Employed",21127
"1518","Florida","Male","55.to.64","Employed",652470
"1519","Georgia","Male","55.to.64","Employed",294739
"1520","Hawaii","Male","55.to.64","Employed",56117
"1521","Idaho","Male","55.to.64","Employed",50713
"1522","Illinois","Male","55.to.64","Employed",445668
"1523","Indiana","Male","55.to.64","Employed",226646
"1524","Iowa","Male","55.to.64","Employed",124956
"1525","Kansas","Male","55.to.64","Employed",108221
"1526","Kentucky","Male","55.to.64","Employed",134097
"1527","Louisiana","Male","55.to.64","Employed",139095
"1528","Maine","Male","55.to.64","Employed",60703
"1529","Maryland","Male","55.to.64","Employed",231957
"1530","Massachusetts","Male","55.to.64","Employed",268430
"1531","Michigan","Male","55.to.64","Employed",329929
"1532","Minnesota","Male","55.to.64","Employed",209067
"1533","Mississippi","Male","55.to.64","Employed",89335
"1534","Missouri","Male","55.to.64","Employed",214817
"1535","Montana","Male","55.to.64","Employed",40905
"1536","Nebraska","Male","55.to.64","Employed",73843
"1537","Nevada","Male","55.to.64","Employed",87504
"1538","New Hampshire","Male","55.to.64","Employed",59439
"1539","New Jersey","Male","55.to.64","Employed",332475
"1540","New Mexico","Male","55.to.64","Employed",71615
"1541","New York","Male","55.to.64","Employed",702547
"1542","North Carolina","Male","55.to.64","Employed",321848
"1543","North Dakota","Male","55.to.64","Employed",27666
"1544","Ohio","Male","55.to.64","Employed",422747
"1545","Oklahoma","Male","55.to.64","Employed",123321
"1546","Oregon","Male","55.to.64","Employed",144128
"1547","Pennsylvania","Male","55.to.64","Employed",485946
"1548","Rhode Island","Male","55.to.64","Employed",41446
