"","state","level","household","education","freq"
"733","California","at.or.above.poverty.level","Married.couple.family","ociatedegree",1778533
"734","Colorado","at.or.above.poverty.level","Married.couple.family","ociatedegree",284092
"735","Connecticut","at.or.above.poverty.level","Married.couple.family","ociatedegree",164802
"736","Delaware","at.or.above.poverty.level","Married.couple.family","ociatedegree",47500
"737","District of Columbia","at.or.above.poverty.level","Married.couple.family","ociatedegree",7577
"738","Florida","at.or.above.poverty.level","Married.couple.family","ociatedegree",1012865
"739","Georgia","at.or.above.poverty.level","Married.couple.family","ociatedegree",465916
"740","Hawaii","at.or.above.poverty.level","Married.couple.family","ociatedegree",76845
"741","Idaho","at.or.above.poverty.level","Married.couple.family","ociatedegree",113370
"742","Illinois","at.or.above.poverty.level","Married.couple.family","ociatedegree",650730
"743","Indiana","at.or.above.poverty.level","Married.couple.family","ociatedegree",355688
"744","Iowa","at.or.above.poverty.level","Married.couple.family","ociatedegree",197349
"745","Kansas","at.or.above.poverty.level","Married.couple.family","ociatedegree",174921
"746","Kentucky","at.or.above.poverty.level","Married.couple.family","ociatedegree",229542
"747","Louisiana","at.or.above.poverty.level","Married.couple.family","ociatedegree",208650
"748","Maine","at.or.above.poverty.level","Married.couple.family","ociatedegree",79615
"749","Maryland","at.or.above.poverty.level","Married.couple.family","ociatedegree",257845
"750","Massachusetts","at.or.above.poverty.level","Married.couple.family","ociatedegree",278910
"751","Michigan","at.or.above.poverty.level","Married.couple.family","ociatedegree",594771
"752","Minnesota","at.or.above.poverty.level","Married.couple.family","ociatedegree",343579
"753","Mississippi","at.or.above.poverty.level","Married.couple.family","ociatedegree",156171
"754","Missouri","at.or.above.poverty.level","Married.couple.family","ociatedegree",337900
"755","Montana","at.or.above.poverty.level","Married.couple.family","ociatedegree",64361
"756","Nebraska","at.or.above.poverty.level","Married.couple.family","ociatedegree",122359
"757","Nevada","at.or.above.poverty.level","Married.couple.family","ociatedegree",155177
"758","New Hampshire","at.or.above.poverty.level","Married.couple.family","ociatedegree",80364
"759","New Jersey","at.or.above.poverty.level","Married.couple.family","ociatedegree",375428
"760","New Mexico","at.or.above.poverty.level","Married.couple.family","ociatedegree",105318
"761","New York","at.or.above.poverty.level","Married.couple.family","ociatedegree",799577
"762","North Carolina","at.or.above.poverty.level","Married.couple.family","ociatedegree",545078
"763","North Dakota","at.or.above.poverty.level","Married.couple.family","ociatedegree",50817
"764","Ohio","at.or.above.poverty.level","Married.couple.family","ociatedegree",609714
"765","Oklahoma","at.or.above.poverty.level","Married.couple.family","ociatedegree",224346
"766","Oregon","at.or.above.poverty.level","Married.couple.family","ociatedegree",252728
"767","Pennsylvania","at.or.above.poverty.level","Married.couple.family","ociatedegree",581991
"768","Rhode Island","at.or.above.poverty.level","Married.couple.family","ociatedegree",48579
"769","South Carolina","at.or.above.poverty.level","Married.couple.family","ociatedegree",253673
"770","South Dakota","at.or.above.poverty.level","Married.couple.family","ociatedegree",52219
"771","Tennessee","at.or.above.poverty.level","Married.couple.family","ociatedegree",330932
"772","Texas","at.or.above.poverty.level","Married.couple.family","ociatedegree",1273306
"773","Utah","at.or.above.poverty.level","Married.couple.family","ociatedegree",190771
"774","Vermont","at.or.above.poverty.level","Married.couple.family","ociatedegree",32577
"775","Virginia","at.or.above.poverty.level","Married.couple.family","ociatedegree",404109
"776","Washington","at.or.above.poverty.level","Married.couple.family","ociatedegree",440494
"777","West Virginia","at.or.above.poverty.level","Married.couple.family","ociatedegree",93761
"778","Wisconsin","at.or.above.poverty.level","Married.couple.family","ociatedegree",350926
"779","Wyoming","at.or.above.poverty.level","Married.couple.family","ociatedegree",44023
"780","Puerto Rico","at.or.above.poverty.level","Married.couple.family","ociatedegree",87459
"781","Alabama","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",255865
"782","Alaska","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",41371
"783","Arizona","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",373722
"784","Arkansas","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",139327
"785","California","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",2260272
"786","Colorado","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",421412
"787","Connecticut","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",307354
"788","Delaware","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",58703
"789","District of Columbia","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",39640
"790","Florida","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",1116173
"791","Georgia","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",587568
"792","Hawaii","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",80843
"793","Idaho","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",96256
"794","Illinois","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",872442
"795","Indiana","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",355006
"796","Iowa","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",194645
"797","Kansas","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",206429
"798","Kentucky","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",218373
"799","Louisiana","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",204427
"800","Maine","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",89016
"801","Maryland","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",475943
"802","Massachusetts","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",566684
"803","Michigan","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",609824
"804","Minnesota","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",418077
"805","Mississippi","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",127539
"806","Missouri","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",365416
"807","Montana","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",68268
"808","Nebraska","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",125351
"809","Nevada","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",124614
"810","New Hampshire","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",110302
"811","New Jersey","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",732201
"812","New Mexico","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",107890
"813","New York","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",1243763
"814","North Carolina","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",600410
"815","North Dakota","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",44629
"816","Ohio","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",686890
"817","Oklahoma","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",205327
"818","Oregon","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",256849
"819","Pennsylvania","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",817999
"820","Rhode Island","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",71226
"821","South Carolina","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",271176
"822","South Dakota","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",51913
"823","Tennessee","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",358539
"824","Texas","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",1457405
"825","Utah","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",194195
"826","Vermont","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",50069
"827","Virginia","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",657117
"828","Washington","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",498913
"829","West Virginia","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",79910
"830","Wisconsin","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",368117
"831","Wyoming","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",32944
"832","Puerto Rico","at.or.above.poverty.level","Married.couple.family","Bachelordegree.or.higher",123082
"833","Alabama","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",11818
"834","Alaska","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",1251
"835","Arizona","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",15723
"836","Arkansas","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",7526
"837","California","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",129967
"838","Colorado","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",9891
"839","Connecticut","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",6804
"840","Delaware","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",2410
"841","District of Columbia","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",1411
"842","Florida","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",41599
"843","Georgia","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",25013
"844","Hawaii","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",2049
"845","Idaho","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",3043
"846","Illinois","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",30552
"847","Indiana","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",12644
"848","Iowa","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",4784
"849","Kansas","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",5503
"850","Kentucky","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",11302
"851","Louisiana","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",13425
"852","Maine","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",1924
"853","Maryland","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",15237
"854","Massachusetts","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",13300
"855","Michigan","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",16767
"856","Minnesota","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",8838
"857","Mississippi","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",8370
"858","Missouri","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",11957
"859","Montana","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",1110
"860","Nebraska","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",3806
"861","Nevada","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",9632
"862","New Hampshire","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",2234
"863","New Jersey","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",21813
"864","New Mexico","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",6564
"865","New York","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",53852
"866","North Carolina","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",27394
"867","North Dakota","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",758
"868","Ohio","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",19835
"869","Oklahoma","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",9311
"870","Oregon","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",7899
"871","Pennsylvania","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",24573
"872","Rhode Island","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",3161
"873","South Carolina","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",12266
"874","South Dakota","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",1585
"875","Tennessee","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",15255
"876","Texas","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",83233
"877","Utah","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",4797
"878","Vermont","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",1314
"879","Virginia","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",19204
"880","Washington","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",13132
"881","West Virginia","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",4136
"882","Wisconsin","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",9381
"883","Wyoming","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",946
"884","Puerto Rico","at.or.above.poverty.level","Male.hoholder","L.than.highhool.graduate",8901
"885","Alabama","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",22131
"886","Alaska","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",4666
"887","Arizona","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",26468
"888","Arkansas","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",15467
"889","California","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",146189
"890","Colorado","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",19796
"891","Connecticut","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",16826
"892","Delaware","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",4454
"893","District of Columbia","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",2391
"894","Florida","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",82526
"895","Georgia","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",43486
"896","Hawaii","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",7762
"897","Idaho","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",6837
"898","Illinois","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",58648
"899","Indiana","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",35980
"900","Iowa","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",14682
"901","Kansas","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",12103
"902","Kentucky","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",21795
"903","Louisiana","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",24577
"904","Maine","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",7402
"905","Maryland","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",25998
"906","Massachusetts","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",30705
"907","Michigan","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",46763
"908","Minnesota","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",24374
"909","Mississippi","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",12749
"910","Missouri","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",29190
"911","Montana","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",4747
"912","Nebraska","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",7608
"913","Nevada","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",16449
"914","New Hampshire","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",7098
"915","New Jersey","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",45279
"916","New Mexico","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",10218
"917","New York","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",93662
"918","North Carolina","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",41036
"919","North Dakota","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",2936
"920","Ohio","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",63529
"921","Oklahoma","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",19184
"922","Oregon","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",14171
"923","Pennsylvania","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",75238
"924","Rhode Island","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",4901
"925","South Carolina","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",22466
"926","South Dakota","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",3603
"927","Tennessee","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",31763
"928","Texas","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",105839
"929","Utah","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",9060
"930","Vermont","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",3451
"931","Virginia","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",33819
"932","Washington","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",28317
"933","West Virginia","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",10566
"934","Wisconsin","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",31836
"935","Wyoming","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",2833
"936","Puerto Rico","at.or.above.poverty.level","Male.hoholder","Highhool.graduate",9201
"937","Alabama","at.or.above.poverty.level","Male.hoholder","ociatedegree",17390
"938","Alaska","at.or.above.poverty.level","Male.hoholder","ociatedegree",5244
"939","Arizona","at.or.above.poverty.level","Male.hoholder","ociatedegree",36061
"940","Arkansas","at.or.above.poverty.level","Male.hoholder","ociatedegree",11258
"941","California","at.or.above.poverty.level","Male.hoholder","ociatedegree",202513
"942","Colorado","at.or.above.poverty.level","Male.hoholder","ociatedegree",24346
"943","Connecticut","at.or.above.poverty.level","Male.hoholder","ociatedegree",14400
"944","Delaware","at.or.above.poverty.level","Male.hoholder","ociatedegree",4046
"945","District of Columbia","at.or.above.poverty.level","Male.hoholder","ociatedegree",1729
"946","Florida","at.or.above.poverty.level","Male.hoholder","ociatedegree",82247
"947","Georgia","at.or.above.poverty.level","Male.hoholder","ociatedegree",37704
"948","Hawaii","at.or.above.poverty.level","Male.hoholder","ociatedegree",7654
"949","Idaho","at.or.above.poverty.level","Male.hoholder","ociatedegree",7072
"950","Illinois","at.or.above.poverty.level","Male.hoholder","ociatedegree",57322
"951","Indiana","at.or.above.poverty.level","Male.hoholder","ociatedegree",26437
"952","Iowa","at.or.above.poverty.level","Male.hoholder","ociatedegree",15042
"953","Kansas","at.or.above.poverty.level","Male.hoholder","ociatedegree",14866
"954","Kentucky","at.or.above.poverty.level","Male.hoholder","ociatedegree",16643
"955","Louisiana","at.or.above.poverty.level","Male.hoholder","ociatedegree",18343
"956","Maine","at.or.above.poverty.level","Male.hoholder","ociatedegree",6133
"957","Maryland","at.or.above.poverty.level","Male.hoholder","ociatedegree",25424
"958","Massachusetts","at.or.above.poverty.level","Male.hoholder","ociatedegree",22447
"959","Michigan","at.or.above.poverty.level","Male.hoholder","ociatedegree",45214
"960","Minnesota","at.or.above.poverty.level","Male.hoholder","ociatedegree",26332
"961","Mississippi","at.or.above.poverty.level","Male.hoholder","ociatedegree",12583
"962","Missouri","at.or.above.poverty.level","Male.hoholder","ociatedegree",26343
"963","Montana","at.or.above.poverty.level","Male.hoholder","ociatedegree",4748
"964","Nebraska","at.or.above.poverty.level","Male.hoholder","ociatedegree",9107
"965","Nevada","at.or.above.poverty.level","Male.hoholder","ociatedegree",17783
"966","New Hampshire","at.or.above.poverty.level","Male.hoholder","ociatedegree",5566
"967","New Jersey","at.or.above.poverty.level","Male.hoholder","ociatedegree",34713
"968","New Mexico","at.or.above.poverty.level","Male.hoholder","ociatedegree",11099
"969","New York","at.or.above.poverty.level","Male.hoholder","ociatedegree",84943
"970","North Carolina","at.or.above.poverty.level","Male.hoholder","ociatedegree",37719
"971","North Dakota","at.or.above.poverty.level","Male.hoholder","ociatedegree",3540
"972","Ohio","at.or.above.poverty.level","Male.hoholder","ociatedegree",48066
"973","Oklahoma","at.or.above.poverty.level","Male.hoholder","ociatedegree",18380
"974","Oregon","at.or.above.poverty.level","Male.hoholder","ociatedegree",19963
"975","Pennsylvania","at.or.above.poverty.level","Male.hoholder","ociatedegree",47534
"976","Rhode Island","at.or.above.poverty.level","Male.hoholder","ociatedegree",4312
"977","South Carolina","at.or.above.poverty.level","Male.hoholder","ociatedegree",18019
"978","South Dakota","at.or.above.poverty.level","Male.hoholder","ociatedegree",3911
"979","Tennessee","at.or.above.poverty.level","Male.hoholder","ociatedegree",23614
"980","Texas","at.or.above.poverty.level","Male.hoholder","ociatedegree",112463
"981","Utah","at.or.above.poverty.level","Male.hoholder","ociatedegree",11158
"982","Vermont","at.or.above.poverty.level","Male.hoholder","ociatedegree",2508
"983","Virginia","at.or.above.poverty.level","Male.hoholder","ociatedegree",32182
"984","Washington","at.or.above.poverty.level","Male.hoholder","ociatedegree",37404
"985","West Virginia","at.or.above.poverty.level","Male.hoholder","ociatedegree",6070
"986","Wisconsin","at.or.above.poverty.level","Male.hoholder","ociatedegree",27015
"987","Wyoming","at.or.above.poverty.level","Male.hoholder","ociatedegree",3374
"988","Puerto Rico","at.or.above.poverty.level","Male.hoholder","ociatedegree",8853
"989","Alabama","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",9400
"990","Alaska","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",1877
"991","Arizona","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",21137
"992","Arkansas","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",4970
"993","California","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",136562
"994","Colorado","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",18585
"995","Connecticut","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",12877
"996","Delaware","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",3098
"997","District of Columbia","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",2388
"998","Florida","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",55598
"999","Georgia","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",24654
"1000","Hawaii","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",5168
"1001","Idaho","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",3401
"1002","Illinois","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",35997
"1003","Indiana","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",13206
"1004","Iowa","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",6608
"1005","Kansas","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",7603
"1006","Kentucky","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",8521
"1007","Louisiana","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",10373
"1008","Maine","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",3589
"1009","Maryland","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",22005
"1010","Massachusetts","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",22226
"1011","Michigan","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",24030
"1012","Minnesota","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",15384
"1013","Mississippi","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",6080
"1014","Missouri","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",13873
"1015","Montana","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",2951
"1016","Nebraska","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",4134
"1017","Nevada","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",8721
"1018","New Hampshire","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",4130
"1019","New Jersey","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",31536
"1020","New Mexico","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",6619
"1021","New York","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",67214
"1022","North Carolina","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",20943
"1023","North Dakota","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",1649
"1024","Ohio","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",26059
"1025","Oklahoma","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",8330
"1026","Oregon","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",10808
"1027","Pennsylvania","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",34245
"1028","Rhode Island","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",3487
"1029","South Carolina","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",10061
"1030","South Dakota","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",1674
"1031","Tennessee","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",12849
"1032","Texas","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",64296
"1033","Utah","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",5936
"1034","Vermont","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",1659
"1035","Virginia","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",24449
"1036","Washington","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",20283
"1037","West Virginia","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",3478
"1038","Wisconsin","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",13322
"1039","Wyoming","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",1172
"1040","Puerto Rico","at.or.above.poverty.level","Male.hoholder","Bachelordegree.or.higher",9602
"1041","Alabama","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",26887
"1042","Alaska","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",2390
"1043","Arizona","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",25571
"1044","Arkansas","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",13160
"1045","California","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",202427
"1046","Colorado","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",12837
"1047","Connecticut","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",14814
"1048","Delaware","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",3068
"1049","District of Columbia","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",4611
"1050","Florida","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",77665
"1051","Georgia","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",43553
"1052","Hawaii","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",5226
"1053","Idaho","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",3852
"1054","Illinois","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",49157
"1055","Indiana","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",22889
"1056","Iowa","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",6398
"1057","Kansas","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",6919
"1058","Kentucky","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",19091
"1059","Louisiana","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",27993
"1060","Maine","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",2511
"1061","Maryland","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",23328
"1062","Massachusetts","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",26620
"1063","Michigan","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",31781
"1064","Minnesota","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",10463
